08/2010,19.76
09/2010,20.37
1/2010,21.23
11/2010,21.69
12/2010,22.39
01/2011,22.97
02/2011,23.48
03/2011,22.89
04/2011,23.14
05/2011,23.05
06/2011,22.09
07/2011,22.60
08/2011,20.04
09/2011,19.69
1/2011,20.15
11/2011,20.34
12/2011,20.52
01/2012,21.21
02/2012,21.79
03/2012,22.05
04/2012,21.77
05/2012,20.93
06/2012,20.54
07/2012,20.99
08/2012,21.40
09/2012,21.78
1/2012,21.57
11/2012,20.89
12/2012,21.23
01/2013,21.90
02/2013,22.05
03/2013,22.42
04/2013,22.59
05/2013,23.41
06/2013,22.92
07/2013,23.49
08/2013,23.35
09/2013,23.44
1/2013,23.83
11/2013,24.64
12/2013,24.86
01/2014,24.86
02/2014,24.59
03/2014,24.95
04/2014,24.78
05/2014,25.01
06/2014,25.70
07/2014,26.04
08/2014,25.89
